product_category_name_english,review_comment_title,review_comment_message
auto,Tudo ok ,Sucesso a vocês!
perfumery,Perfume com alteração,Sobre a loja nada a reclamar o produto achei diferente do que eu tenho
perfumery,*******,"OBS: So fiquei na duvida, porque a embalagem nao é branca, e chegou na cor cinza?"
perfumery,Perfeito!,O perfume é ótimo. O preço sem comparação. Podem comprar sem medo.
bed_bath_table,Produto com defeito! ,"O lençol veio com um furo!
"
housewares,Ótimo ,"Gostei muito, ótima qualidade. "
toys,super refcomendo,"Entrega super rapida, bem antes do esperado ."
office_furniture,Boa,Faltaram 2 parafusos do encosto da cadeira
office_furniture,Faltou peça e má qualidad,"Não gostei desta loja, a kit colcha não veio o Coração de almofada e ainda de cor diferente da foto, veio beje ao inves de branca. Péssima qualidade tb, é um lençol com babado!!! E a cadeira balança!!"
consoles_games,muito bom,"Produto de otima qualidade, parabéns."
pet_shop,Nota 10,Muito boa a empresa!
pet_shop,Produto com defeito,"Bom dia recebi o produto mas ao usar percebi que está com defeito nas lâminas, estão desalinhados e o pente montado torto como faço para trocar?"
construction_tools_construction,Merecadoria errada,Comprei caixa de passagem marca durin e recebi outra caixa de marca diferente. 
sports_leisure,Avaliando,consumindo apenas a 4 dias.. ainda é cedo p ver resultados
auto,Muito bom,Muito bom
bed_bath_table,Foto,O produto não foi exatamente conforme foto. Porém mesmo assim será utilizado para outro fim.
housewares,tudo otimo,conforme colprado
bed_bath_table,Faltando item,Fiz uma compra como de costume e para minha surpresa veio faltando um jogo de lençol. Paguei em boleto e agora nao consigo nem reclamar pq o site tb não facilita.
health_beauty,Super recomendo,Entrega rápida e produto perfeito
fashion_bags_accessories,Sensacional.,"Chegou 1 dia antes, véi em perfeito estado e era melhor do que eu esperava. Recomendo o produto e a loja."
kitchen_dining_laundry_garden_furniture,Top ,Entrega antes do prazo é produto muito bom 
auto,Tudo correto,Boa embalagem e produto.
housewares,Excelente Fornecedor,"Recebi o produto antes do prazo e com um defeito ocasionado pelo transporte. Contudo, o fornecedor foi super atencioso enviando um novo produto que chegou super rápido."
toys,Decepção ,"Compra em 29/04/18. Previsão de entrega em 18/05/18, o que já era um prazo excessivo para uma simples entrega de SP para BH (lembrando que o produto era apresentado como disponível). E até hoje nada."
bed_bath_table,Muito bom ,Muito bom
computers_accessories,zero estrela,"o produto é incompativel com a impresso deskjet 2050, apesar da numeração do cartucho estar correto, é produto de origem duvidosa."
computers_accessories,Poderia ser melhor embala,O produto não chegou danificado mas a caixa já estava prejudicada. poderia ser melhor embalado. Como sei que isso depende do cuidado dos correios dei 5 estrelas. De resto tudo certo. Produto e prazo
computers_accessories,recomendo,"Recebido conforme anunciado. Preço bem atrativo, produto original"
computers_accessories,confiavel,Sempre compro nas lannister
computers_accessories,Bom,"A impressora acusa como cartuchos falsificados, mas a impressão está normal.Não sei se realmente são originais."
computers_accessories,atendimento ruim,"a falta de respeito e considderação para com os clientes, essa perceira da das lannister, sempre comprei com as lannister, mais ultimentente não recomendo.
"
computers_accessories,"Pus 1, mas é zero estrela",Venda de cartuchos falsificados/usados (mensagem da minha impressora HP quando tentei instalar os cartuchos). Providências somente sob pressão. Enorme perda de tempo com todo o processo. 
computers_accessories,Produto não entregue,"Tudo muito ruim, não tem ninguém com possamos fazer reclamação pela não entrega do do produto. Não tem ouvidoria, para reclamações. Não tem nenhum pessypara informar o por que da demora da entrega. "
computers_accessories,Material com problema.,"01 kit foi entregue. Falta o outro.
A tinta preta do kit não funciona. Gostaria de trocá-la. Obrigado."
computers_accessories,Satisfeito!,Tudo bem! Obrigado!
computers_accessories,Ainda tenho dúvidas,"Boa tarde!
Apesar de marcar sim, achei estranho o envelope estar rasgado, parecendo violado.
Só vou ter certeza do produto quando usar."
furniture_living_room,Produto entregue,Recebi o produto dentro de prazo.
musical_instruments,Perfeito!,"Recebi o produto dentro do praza! Ótimo produto, estou muito satisfeito."
bed_bath_table,Estao de parabens,Muito booom recebi antes do prazo😍
bed_bath_table,péssimo *,mercadoria super atrasada e nem satisfação
health_beauty,Tudo de ótima qualidade,Adorei os produtos. Teve coisas entregues até antes da data prevista.
agro_industry_and_commerce,recomendo,recebi um de meus produto antes do prazo 
auto,Não foi entregue!,"Comprei 3 cabos RCA + 1 suporte de celular.
Só me foi entregue 1 cabo RCA."
construction_tools_lights,10,Entrega muito rapida
office_furniture,Otima,Otima
electronics,Muito boa,Recomendo e um bom produto 
dvds_blu_ray,Não recomendo ,encomendei e paguei por 2 unidades do produto (Película de vidro 3D Moto X4) e somente uma foi entregue. 
cool_stuff,em dúvida,"Aguardo o desfecho do caso, para avaliações"
office_furniture,NÃO RECEBI O PRODUTO,NÃO RECEBI O PRODUTO
garden_tools,Ótima Loja,EXCELENTE
watches_gifts,Excelente,"O produto é excelente, conforme a descrição, tudo certo, amei. O que me impressionou foi a entrega, super rápida. "
computers_accessories,super recomendo,"loja seria competente produto maravilhoso entrega antes do prazo tudo ok minha loja preferida parabens 
"
computers_accessories,Bom.,Foi entregue antes do prazo.😊
computers_accessories,Bom,Bom
computers_accessories,Muito bom,Recebi bem rapido antes do prazo
computers_accessories,Entrega muito rápida,Ótimo produto.
computers_accessories,Otimo,Rápido e produto de boa qualidade.
computers_accessories,recomendo,muito bom produto e vendedor
computers_accessories,Ótimo,"Chegou antes da data prevista , eu recomendaria para meus amigos a loja stark está de parabéns ."
computers_accessories,Ótimo ,"Produto chegou antes do prazo previsto...
E em perfeitas condições!!!!"
computers_accessories,O Produto foi Roubado,Não é possível avaliar o produto pois o produto foi roubado nos correios e até o presente momento eu não recebi a reposição.
computers_accessories,Produto fora da embalagem,"O produto veio somente na caixa de envio, embalado no saco bolha, com aspecto de produto usado. "
computers_accessories,Recomendo,"Item perfeito, atende todas as minhas necessidades."
computers_accessories,Recomendo,Produto atendeu as expectativas e cumpre o prometido.
computers_accessories,Muito bom gostei ,"Obrigado por ter um otimo atendimento
Assim que precisar comprarei mais"
computers_accessories,Produto entregue em parte,"Somente a Mala Pequena Bordo Avião 360º Viagem Seanite Preta 12771 foi entregue.
O Auto Transformador Automático Bivolt 5000va Até 12.000 Btus ainda não foi entregue."
computers_accessories,Recomendo,Chegou bem antes
computers_accessories,Excelente recomendo,Melhor tempo de entrega. Produto de excelente qualidade. Supera as expectativas.
computers_accessories,10,otimo e rapido 
computers_accessories,Não recebimento de um pro,"Gostaria de uma posição coerente quanto a chegada do meu produto, pois desde o dia 11 era pra ter chegado e até hpje nada, nem sequer consigo rastrear!!"
computers_accessories,Entrega rápida,Entrega chegou rápido e tudo conforme esperado.
computers_accessories,ótimo ,Produto de excelente fabricação. 
computers_accessories,muito bom,"Ele ligado é perfeito. mas se fica somente na tomada e nao liga o ar, ele da um cheiro de queimado."
computers_accessories,Super recomendoSim,"Gostei muito, entrega muito rápido."
computers_accessories,Bom negócio!,Recebi dentro do prazo.
computers_accessories,Ótimo produto,"De acordo com as especificações e entrega antes do prazo. parabéns Americana.





 
"
computers_accessories,Auto transformador ,Otima entrega .producto muito bom 
computers_accessories,Satisfação com a compra ,"Muito satisfeito, produto de ótima qualidade e rapidez na entrega.recomendo sim essa loja, continue assim sempre melhorando cada vez mais."
computers_accessories,compromisso,tratamento com honestidade
computers_accessories,TRANSFORMADOR ,EXCELENTE PRODUTO CHEGOU ANTES DA DATA PREVISTA.
computers_accessories,Ótimo ,"Entrega do produto antes do prazo, muito bom"
computers_accessories,Entrega super Rápida,Super antes do prazo!!!
computers_accessories,Excelente ,Foi entregue antes do prazo! Adorei!
computers_accessories,Super recomendo,ótimo
computers_accessories,entrega atrasada,o prazo terminou e nao recebi meu produto
computers_accessories,8,bao
computers_accessories,muito bom.,"recomendado sempre, o produto chegou antes mesmo do previsto e satisfez minhas expectativas."
computers_accessories,Chegou antes do prazo,"Produto bom, preço bom e a entrega chegou antes do prazo..."
computers_accessories,Satisfação,Produto entregue bem acondicionado e dentro do prazo.
computers_accessories,COMPETENTE,"RAPIDO, PARABENS ATENDEU UMA NECESSIDADE DE URGENCIA . "
computers_accessories,Problemas na entrega,Não seria justo não recomendar a loja pois não recebi o produto pois o Correios não entregou. Talvez seria interessante a loja utilizar outra transportadora.
watches_gifts,Entrega rapida,Entrega rápida como sempre
watches_gifts,Otimo,Tudo ok
watches_gifts,Ecelente ,Ótimo muito bom gostei da atenção e do produto também 
housewares,super recomendo,"show de bola, entregaram antes do prazo previsto"
housewares,não recebi um produto,"comprei uma garrafa térmica e uma capa de colchão e não recebi a capa, já tentei entrar em contato mas não tive retorno. "
auto,Parabéns. ,Exemplo de competência. 
housewares,tomar cuidado,não veio uma NF com o valor total da compra.
bed_bath_table,ENTREGA RÁPIDA,PRODUTO ENTREGUE ANTES DA DATA MARCADA. PARABÉNS
health_beauty,Ótimo,"Atendimento e envio super recomendado.
Produto ainda não usei, não deu tempo."
sports_leisure,excelente,"muito bom, recomendo, já é a segunda vez que compro..."
housewares,super recomendo,"entrega rápida, tudo perfeito"
furniture_decor,recomendo,Os quadrinhos são lindos...
toys,Faltando a máscara ,"Comprei uma fantasia para meu sobrinho,Batman pop tamanho 3/4 anos. No pacote diz que vem com fantasia curta,capa e máscara. Acontece que a máscara não veio!! "
market_place,Atraso na entrega ,"O produto está com a entrega em atraso.
Até o momento não obtive nenhum retorno do meu chamado que está em aberto! "
market_place,Bom produto,"produto de boa qualidade;somente dois fatores contra.1 o suporte para a base do bolo fica solto,corre o risco do bolo cair.2 alguns cortes de encaixe são finos demais,quase quebrei ao montar."
health_beauty,Amei ,"Super indico, empresa top..."
health_beauty,Não recebimento de produt,Essa já é a quarta ou quinta compra minha que não chega que esta havendo 
health_beauty,produto errado,"comprei um botox plastica dos fios e me entregaram uma progressiva da zap, muito insatisfeita ...primeira vez q isso acontace"
health_beauty,recomendo,vale apena otimos preços
housewares,Envio rápido ,Muito bom o produto. Muito caro o frete.
bed_bath_table,Tudo certinho!,GOSTEI DE TUDO
baby,Entrega atrasou,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. 
telephony,muinto bom,Muimto bom gostei
sports_leisure,"Super recomendo, show","entregou em apenas 24 horas, show. produto igual a descrição. "
sports_leisure,"Confiança, , ","Adoro comprar aqui.
Tenho o que necessito, em prazo mínimo. É de se ressaltar o zelo dos funcionários na embalagem dos produtos , e no trato com os clientes. Nota Mil !"
construction_tools_construction,Sem problemas ,A primeira vez que eu comprei via internet e aprovei. Eu não acreditava em compra pela internet hoje eu recomendo 
construction_tools_construction,Super recomendo,Muito bom
housewares,Produto atrasado,O produto não foi recebido no prazo sem nenhuma justificativa explicando o motivo do atraso
auto,Excelente ,"Produto muito bem embalado, entregue bem antes da data estimada, preço justo! "
computers_accessories,Horrível,"Produto falsificado com sinais nítidos de pirataria. Além disso vem vazio, sem tinta...Pode isso Arnaldo?"
housewares,Ótimo ,"Amei os produtos, organização show para meu closet!!!!"
housewares,Muito útil!,Maravilhoso acabei de adquirir mais espaço em meu armário!
telephony,Avaliação do site,Muito bom entrega antes do prazo e as melhores opções do mercado! 
telephony,Boa ,Produto que eu recebi está com defeito de fábrica 
telephony,ainda nao recebi,o
telephony,Ruim,Falta de respeito com cliente
telephony,Sobre a pelicula,"Só achei a película um pouco pequena em relação ao tamanho da tela, na largura. Se tivesse 2mm a mais acho que ficaria melhor. "
telephony,Tudo certo ,"Ok tudo certo obg.
"
telephony,Sugestão ,"Apenas um detalhe, a película de vidro não é recomendada para o Xperia XA1 pois a sua tela é abaulada e a película não adere nas margens. A película recomendada é de Gel. "
auto,Entrega ok,"Entrega rápida , produto correto nada a reclamar.
Tudo ok."
auto,super recomendo,"Muito bom o prazo da entrega... Apenas o CD de instalação chegou danificado(quebrado), mais está tudo certo, pois já tinha o APP intalado."
office_furniture,Cadeira,"Nao recomendo pessima qualidade,ja veio com o assento rasgado a parte branca encardida de tao empuerada que veio paguei o frete caro e nao recebi em casa tive que ir busca."
office_furniture,Positiva ,"A cadeira é linda e confortável,mas não compraria novamente. "
office_furniture,Ótimo produto,"Produto bom,de qualidade,chegou no prazo, em perfeita ordem indico a todos"
office_furniture,8,Muito bom.
office_furniture,Excelente,Foi entregue antes do prazo e o produto é de ótima qualidade
health_beauty,Otima,Gosto mto de comprar com vcs. 
furniture_decor,Não recebi,O prazo de entrega já expirou e a loja não fala nada .
electronics,Entrega rapida,"Entrega rápida e produto em perfeitas condições.
Exatamente o que eu precisava.
Inclui parafusos."
watches_gifts,Faltando ,"Olá boa noite, o produto veio como o encomendado porém não veio um certificado de garantia e muito menos o manual de instruções como já vi na caixa em vídeos deste modelo de relogio "
arts_and_craftmanship,A FOLHA NAO FRISA,"Um dos frisadores que comprei, especificamente a FOLHA NAO FRISA! NAO REALIZA SUA FUNÇAO. Nao molda o eva, Testei com varios materiais diferentes e infelizmente nao funciona."
perfumery,Muito recomendado.,"Ótima compra. Produto entregue no prazo.
Só fico muito injuriado com o imposto cobrado pelos governos."
health_beauty,Excelente produto ,Produto maravilhoso e foi entregue antes da data prevista 
baby,Ótimo! ,Produto bem e rapidez na entrega!!
stationery,Sempre recomendo,Produto recebido corretamente e dentro do prazo.
construction_tools_construction,super recomendo,muito bom o produto e foi entregu rapido antes d a dat
bed_bath_table,Excelente!,"Tapetes de ótima qualidade, exatamente como esperava. Recomendo à todos."
bed_bath_table,otimo,"produto entregue como solicitei
"
baby,"Bom, mas tem problemas","Muito bonito e com ótimo custo benefício, mas veio com algumas costuras soltas"
consoles_games,Entrega péssima,"Já comprei tem quase dois meses,ainda não chegou.. falta de respeito com o cliente..
Mas não vou julgar..quem sou eu
Precisa melhorar a comunicação..
E ainda aguardo meu pedido
"
baby,NADA DO QUE COMPREI,"FOI ENTREGUE UM PRODUTO DE OUTRA MARCA, O PRAZO NÃO FOI CUMPRIDO, FRETE CARO, ENFIM ESSA COMPRA FOI UM DESASTRE"
perfumery,.......,........
fashion_underwear_beach,Ótimo produto,Atendeu minhas expectativas. Recomendo.
housewares,Muito bom,Panela de qualidade e preço excelente.
housewares,Otimo,"Entrega rápida, produto de qualidade!"
telephony,muito bom,chegou antes do prazo determinado pela loja. 
telephony,Super recomendado,"Chegou tudo conforme esperado. O que mais surpreendeu foi a velocidade na entrega.
Muito obrigado."
telephony,No prazo,Frete grátis para clientes compras realizadas no mesmo ano.
telephony,8,Adoreiiii
telephony,Razoável,Apenas a imagem das fotos é muito ruim. O restante é bom.
telephony,bom serviço,"Satisfatória, é a palavra que define minha experiência de compra com essa loja. obrigado pelo atendimento. Pode atuar no mercado com esse nível de compromisso."
telephony,Bom produto,"O produto chegou em perfeito estado, no momento está funcionando bem. A única observação é para a bateria que descarrega rápido. A entrega foi super rápida e me surpreendeu"
bed_bath_table,10,Bom
bed_bath_table,maravilhosa,"Rápido e muito bom, estou muito satisfeita."
consoles_games,Ruim,Nunca mais compro não tinha o produto para a entrega 
bed_bath_table,Bom ,Bom 
bed_bath_table,Recomendo,Estou satisfeita
construction_tools_lights,boa,entregue no prazo
bed_bath_table,não recomendo,"O produto foi entregue corretamente, e até antes do prazo, porém, a sua qualidade é bem inferior ao esperado."
bed_bath_table,Muito bom,Ótima compra.
luggage_accessories,Excelente vendendor!,Tudo perfeito! Entrega duas semanas antes do prazo final.
computers_accessories,recomendo,Atende minha necessidade 
construction_tools_construction,Tudo Ok,Produto conforme anunciado
housewares,Nota 10,"Gosto muito de comprar online pela lojas lannister sempre com um atendimento excelente nota 10.saudações. 
"
computers_accessories,Ótimo,Chegou bem embalado. Tudo ok. 
housewares,Zero,Sem palavras
small_appliances,super recomendo,adorei
housewares,Produto chegou quebrado.,"Simplesmente assim, uma taca veio quebrada, tentei ver a substituição e o produto náo está mais disponível e pronto. Nao quero ficar sem 5 tacas, so quero receber uma pela quebrada."
housewares,Desta vez deu certo,Amercicanas precisa ter cuidado com essa estratégia de vender por parceiros. Estou com uma pendência há 3 meses no SAC de vocês e amercicanas não consegue resolver 
housewares,Entrega,"O produto chegou na data correta, porém chegou avariado, já pedi a troca com um pouco de dificuldade pois foi feita através de um site de reclamações, e o prazo para troca é um prazo alto."
baby,NÃO RECOMENDO!!!! ,"Até o momento não recebi o produto Protetor De Colchão Para Berço - Algodão Impermeável, já fiz a reclamação desde o dia 18/06 e ainda não obtive retorno. Irei cancelar o pedido e estornar a compra hj"
computers_accessories,super recomendado,loja mto boa
pet_shop,supriu as expectativas ,as aves responderam muito bem com o produto.
sports_leisure,muito bom e bonito,ok
watches_gifts,Muito lindo !!,"Estou satisfeita com o produto, foi entregue rápido."
computers_accessories,Não recebi no prazo.,"Não recebi no prazo, não tive um retorno de quando poderia receber, e estou me sentindo enganado com a empresa que ofereceu o serviço."
construction_tools_construction,produto não veio completo,Eu comprei dois produtos tais como: testador de cabo de rede Rj45 e RJ11 e um pacote com 100 conectores Rj45. Só q no pacote da entrega estava o pacote com 100 conectores e de 50 quero o testador
bed_bath_table,Bom produto,Produto atende as expectativas de uso. Entrega super rápida.
health_beauty,Perfeito,Essa máscara simplesmente faz milagres. 
health_beauty,compra,"excelente
entrega rápida
bem embalado
amei"
health_beauty,100,"excelente, recebi antes do prazo informado."
health_beauty,Excelente,Excelente
telephony,Produto aindanao entregue,"Não posso dizer nada a respeito da demora devido a greve, mas ainda acredito que chegará, pois ja comprei uma vez nessa loja e deu tudo certo."
telephony,Entrega muito rápida,"O prazo de entrega foi muito bom, mercadoria chegou de acordo com a venda."
home_confort,Amei,"Perfeito, amei muito linda a cor, e o tecido muito bom. .."
health_beauty,Bom produto ,"O ideal era dizer o tamanho do produto para é ajustes para não correr riscos de ficar pequeno, mas no geral foi uma boa compra "
health_beauty,Bom ,Muito bom 
health_beauty,SUPER RECOMENDO,"AMEI MEU PRODUTO BEM COMO NA FOTO, COM CERTEZA VOU EFETUAR MUITAS OUTRAS COMPRAS !!! MUITO GRATA!!1"
health_beauty,Gostei ,"Gostei, é bonita , mas o cabelo embaraçado muito."
housewares,boa compra,bom vendedor
housewares,Top,Top
housewares,Loja é ótima,"Eu comprei umas cestas de vime, comprei 6, só que veio faltando uma tampa. Então não fiquei totalmente satisfeita! Mas o produto é muito bom!"
food_drink,Avaliação,Bom dia! Ainda não recebi o produto mas pelo rastreio vejo que o problema está nos correios.
home_appliances_2,recomendo,Loja entregou no prazo e me deixou informado desde a data da compra
fashion_bags_accessories,Bom,"O produto foi entregue no prazo certo, só que vou fazer a devolução, pois não é o que eu esperava!"
electronics,super recomendo,otima
bed_bath_table,Demora muito,Prazo orrivevel
bed_bath_table,não recomendo,"pelo valor pago a qualidade foi bem inferior, eu não compraria novamente"
sports_leisure,Não recebi o produto,quero meu dinheiro de volta
watches_gifts,comprei 2 itens e recebi ,comprei 2 itens e recebi apenas 1. achei q fossem mandar em encomendas separadas e estava esperando. viajei por 15 dias e quando voltei nada do segundo item. estou aguardando solução
housewares,Muito Bom,"Entregou antes.do prazo previsto, e.não foi o.primeiro produto e com.certeza.não.será.o.último."
housewares,"Muito bom, entrega rápida",Produto atendeu as expectativas e a entrega foi rápida.
housewares,Pipoqueira de alumínio 6l,"Adorei o produto, usei minha pipoqueira hoje para fazer pipoca de leite ninho e chocolate a tampa não tem um cabo firme por isso tenho que mexer com calma por que o vapor é muito quente se abrir queim"
home_appliances,Muito bom.,Produto dentro do que foi anunciado.
health_beauty,Ótima,A mercadoria chegou até antes da data prevista !
watches_gifts,Cadê o produto?,O produto não chegou
housewares,9,otimo
bed_bath_table,Recomendo,Tudo tranquilo recebi o produto rápido e tudo em perfeito estado recomendo a todos
bed_bath_table,NÃO RECEBI MEU PRODUTO ,"Não entraram em contato comigo até o momento, só foi emitida a nota fiscal e mais nada. O prazo já passou. E até agora nada. "
auto,Não chegou ,"O meu produto não chegou, estou no aguarde, o que chegou foi somente a nota fiscal. "
pet_shop,Perfeito,"A gaiola de contenção é muito profissional, é perfeita, sem defeitos de fabricação, proteção total para a recuperação de um animal de estimação. Recomendo com nota 10 !!"
computers_accessories,Ótimo ,"Protudo chegou em ótimo estado de conservação, e antes do prazo!"
computers_accessories,cancelado,"depois de quase 2 meses vou cancelar essa compra , que não foi entregue"
watches_gifts,RECOMENDO,muito bom
watches_gifts,9,Nesse valor deveria ser o frete grátis 
watches_gifts,Bom,Muito bom 
garden_tools,Excelente,Somente o Frete que acho ainda muito caro
health_beauty,9,Tava Faltando 
consoles_games,Rapidez e qualidade,"Desde o preço, toda a transação ocorreu de modo rápido e eficiente. O produto chegou em boas condições e funcionando perfeitamente."
stationery,Satisfeita,O produto é exatamente como imaginei
health_beauty,Produto incompleto,"Comprei 2 kits do polivitaminico hemovital ,onde cada kit tem 10 unidades ,pôrem só me mandaram 2 unidades ao invés das 20 unidades .estou aguardando pra ver a resposta deles ,espero q resolva isso."
office_furniture,Recomendo,"O produto é bem simples! O problema é que vem com o tampo solto e o meu apresentou uma leve diferença na altura de um cavalete e veio com ranhuras na madeira, sendo que há um pedaço quebrado."
office_furniture,Entrega ,A mesa mesmo sendo pequena é bonita e me atendeu bem. Quanto a entrega tive problemas com a transportadora correios mais foi resolvido.
office_furniture,otimo,Chegou antes do prazo. Muito bom o produto. Fácil de montar. Parabéns.
perfumery,Nita 10,Eu recome6 este site
perfumery,*****,"satisfeita com produto eu já conhecia quando vi baratheon por esse valor corri comprar ,recomendo a todas mulheres , o perfume é suave, bom é bem de meu gosto, permanece no corpo por bom tempo, espet "
perfumery,recomendo,não gostei da embalagem. Achei que fosse a mesma do site!
perfumery,Ótimo!,"Produto de boa qualidade e chegou mais rápido que o esperado, super recomendo."
perfumery,nao recomendo,comprei dois perfumes sendo que só veio um na caixa e pra ajudar o perfume e falsificado e marcado na caixa venda proibida que e só pra teste
perfumery,Recomendo!,O produto chegou corretamente e no prazo determinado! 
perfumery,Perfume original...,"Perfume original, boa fixação, porém a embalagem externa (caixa) é branca e tem apenas o nome do perfume e a escrita ""Tester"" ou seja é para mostruário de lojas, desagradável para presentear..."
perfumery,Recomendo,Sempre comprei e fui muito bem atendido.
perfumery,EMBALAGENS ,"A embalagem bem diferente do anunciado,sou acostumada a comprar esse produto nunca tinha recebido com essa embalagem."
bed_bath_table,Super recomendo,Entrega pontual; ótimo produto ; bom preço. Tudo certinho!!
bed_bath_table,super recomendo,"Produto entregue antes do prazo.
Em perfeito estado.
Isso é respeito pelo cliente.
Super recomendo."
auto,bom..,bom..
auto,Recomendo,Bons produtos até hoje todos os meus pedidos recebi dentro do prazo e atenderam as expectativas 
auto,super recomendado,Tudo conforme combinado!!!!!
auto,Muito bom,Gostei do produto
industry_commerce_and_business,não chegou o produto,"Então já comprei outras vezes e fui bem atendida, só que dessa vez o produto aparece no site que foi entregue e ainda não chegou!!! "
industry_commerce_and_business,Produto de boa qualidade,"E muito bom poder confiar em uma loja virtual produto de boa qualidade e muito rápido a entrega ,ótimo trabalho!"
industry_commerce_and_business,Gostei ,Chegou super rápido ..antes do prazo ... O plástico é um pouco mole mas no geral produto bom e funcional 
watches_gifts,Básico e Rápido,"Produto bom, mas a embalagem feita para envio pelos Correios deixa a desejar. Pode melhorar."
watches_gifts,ótima,As Lojas lannister são de confiança.
fashion_bags_accessories,Entregue! ,Produto foi entregue dentro do prazo e foi mais rápido do que eu pensava! Amei!! 
health_beauty,COMPRA/ENTREGA COM SUCESS,"Já tive problema sério c a lannister.com. Telefone sem fio entregue fora do prazo, ?envio em tal data? e nada de enviarem.Mas a presente compra foi sem problemas,produto correto, prazo cumprido!Grata"
musical_instruments,Eu recomendo ,Tudo certo com o produto
watches_gifts,Entrega rápida,"Entregou antes do previsto, minha filha amou o relógio."
watches_gifts,Recomento,"Aparentemente o produto parece ser muito bom. Não abri ainda, pois é para presente."
pet_shop,10,adorei
consoles_games,Não entrega do produto,Falta de respeito com o cliente.
garden_tools,Super recomendo,Ótimo.
watches_gifts,Excelente,"Entrega rápida.
"
watches_gifts,otima,não tem o que falar sobre site ótimo.
watches_gifts,Não recebi o produto,Comprei há mais de um mês e não recebi o produto.
watches_gifts,Relógio invicta ,Não me entregaram ainda o relógio invicta que eu comprei era pro dia 06/06/18 e até agora nem uma satisfação me deram
cool_stuff,Excelente serviço,Entregue até antes do prazo.
sports_leisure,Produto diferente,Comprei um produto de 180 reais e recebi um completamente de 50 reais. Um absurdo
housewares,Super recomendo,Produto chegou certinho e muito rápido.
housewares,entrega rapida,Produto bom com entrega rapida mas veio 1 cabide quebrado.
housewares,ok,facil de montar
baby,Bom,Bom
sports_leisure,Como o descrito.,"O produto chegou muito rápido e como o descrito no anúncio, precisei fazer algumas mudanças devido as necessidades específicas do meu serviço.. "
perfumery,Regular,"O produto veio mais rápido do que esperava porém o frasco veio faltando produto pois vazou na caixa, maior cuidado ao embalar, verificar lacração do produto"
health_beauty,Entrega parcial,"Recebi apenas um item do pedido. Entregaram o relógio, mas o porta cápsulas ainda não foi entregue."
bed_bath_table,super recomendo,"entrega rápida antes do prazo, produto de excelente qualidade."
health_beauty,Ótimo ,O produto foi entregue no prazo correto.
health_beauty,Nota fiscal ,"Então,o produto veio corretamente, mas a nota fiscal veio com um valor muito diferente do que foi pago .
Paguei no total 95 reais a nota veio com valor de 8,00.
"
health_beauty,Rapidez e qualidade ,Recomendo pois cumpre com o prazo e entregam rápido. 
fashion_bags_accessories,Muito satisfeito ,Nota 10
health_beauty,ótimo,"Sempre compro aqui, porque todo o processo é muito rápido"
watches_gifts,Entrega parcial,"Recebi apenas um item do pedido. Entregaram o relógio, mas o porta cápsulas ainda não foi entregue."
bed_bath_table,Otimo,"Otimo.perfeito,acabamento muito bom.forrado"
telephony,Funcional ,Entrega dentro do prazo.Mais a película fica descolando as laterais 
electronics,Perfeito,Atendeu as espectativas.
bed_bath_table,as cores não corresponde,"comprei o produto pela cor ilustrada pelo site da loja americana, no site mostra ser preto http://prntscr.com/jkx7hr quando o produto chegou aqui veio todos com a mesma cor, tabaco http://prntscr.com/"
fashion_bags_accessories,linda mochila,"E a segunda mochila que eu compro, somente de cor diferente, é linda e moderna."
housewares,SUPER RECOMENDO,Produto muito útil e ótima qualidade
computers_accessories,Descepcionado,"Não recebi o produto até hoje,oos correios alegam que foram até o local, eu estava o dia todo em casa no dia que eles falaram que foram até lá,e as outras tentativas de entrega TB não realizaram "
watches_gifts,Uma ótima compra ,"O produto chegou antes do prazo e em perfeito estado, estou muito satisfeito com a compra."
telephony,Ótimo,"Entregaram no prazo certo, o produto muito bom recomendo o vendedor."
auto,Falta de informação,Não recebi informação sobre o produto que parecia estar perdido no transporte.
sports_leisure,boa,"quando a entrega se da através dos correios, é satisfatória. Ja com a DIRECT não foi positiva sua entrega;"
health_beauty,recebi ok,"mas não gostei do produto. achei o gosto muito artificial. ja havia comprado outra marca de cramberies e não era adocicada como essa.
quanto a entrega e a loja tudo otimo."
computers_accessories,Bom,"Dentro do prazo
Produto bom "
watches_gifts,Muito bom. ,"Comprei para o meu pai, para mim é muito ""cheguei"" pois é muito grande, mas é de coisas assim que ele gosta, ele amou! 😊"
toys,Recomendo,Produto simples mas eficaz no seu proposito. Entrega muito boa. Bem antes do prazo.
bed_bath_table,Jogo de lençol,"O anúncio deixou de trazer informação sobre o tecido, dando a impressão de que era 100% algodão, por se tratar de percal. Na realidade, era somente 80% algodão. Também não dizia de quantas peças era."
health_beauty,Recomendo ,Muito bom. Chegou antes do prazo. 
toys,Excelente ,"Boa noite! Muito obrigada, recebi no antes do prazo, estou muito satisfeita. 
"
housewares,inferior,comprei 2 e só recebi um.
sports_leisure,Ótima entrega e produto p,O produto e excelente e a entrega foi super rápida! Super recomendo!
fashion_bags_accessories,Ótima...,"Gostei muito do que comprei e,a entrega se deu bem rápida! "
telephony,Perfeito ,Estou muito satisfeito obrigado. 
toys,super recomendado,muito bom as compras realizadas pela lannister .com
